loss,mae,val_loss,val_mae,learning_rate
0.8168766498565674,0.7265549898147583,0.7327972054481506,0.6922601461410522,0.0010000000474974513
0.7583106160163879,0.7012967467308044,0.7296662330627441,0.690859317779541,0.0010000000474974513
0.7499906420707703,0.6976850628852844,0.7296956777572632,0.6912673711776733,0.0010000000474974513
0.7464005351066589,0.6959605813026428,0.7283182144165039,0.6905924081802368,0.0010000000474974513
0.7427523136138916,0.6944620013237,0.7268773913383484,0.6898353099822998,0.0010000000474974513
0.7412300705909729,0.693885087966919,0.7265793085098267,0.6897711753845215,0.0010000000474974513
0.7385737895965576,0.6923108696937561,0.7261912226676941,0.6895832419395447,0.0010000000474974513
0.7373613119125366,0.6918778419494629,0.7259909510612488,0.6895630359649658,0.0010000000474974513
0.7356165647506714,0.690893292427063,0.7247351408004761,0.6888172626495361,0.0010000000474974513
0.7340256571769714,0.6902219653129578,0.7234920859336853,0.6880018711090088,0.0010000000474974513
0.7337406873703003,0.6899074912071228,0.7233068346977234,0.6880309581756592,0.0010000000474974513
0.7334483861923218,0.6901425719261169,0.7233491539955139,0.6880581378936768,0.0010000000474974513
0.7327206134796143,0.6896733045578003,0.7225728034973145,0.6875903010368347,0.0010000000474974513
0.7320470213890076,0.6893606781959534,0.7225219011306763,0.6876137852668762,0.0010000000474974513
0.732100248336792,0.6894072890281677,0.7222038507461548,0.6874253749847412,0.0010000000474974513
0.7304770350456238,0.6884238719940186,0.7214423418045044,0.6869456768035889,0.0010000000474974513
0.7309477925300598,0.6886774897575378,0.721556544303894,0.6870895028114319,0.0010000000474974513
0.7293381094932556,0.687981903553009,0.7208564281463623,0.6865883469581604,0.0010000000474974513
0.7289314270019531,0.6876755952835083,0.7204089164733887,0.6862773299217224,0.0010000000474974513
0.7293409705162048,0.6879170536994934,0.719923734664917,0.6859247088432312,0.0010000000474974513
0.7302437424659729,0.6882002353668213,0.7195717096328735,0.6857766509056091,0.0010000000474974513
0.7290030121803284,0.6879496574401855,0.7195947766304016,0.6858364343643188,0.0010000000474974513
0.7284268140792847,0.6875297427177429,0.7191317677497864,0.685541033744812,0.0010000000474974513
0.7280071973800659,0.6874120235443115,0.7188313603401184,0.6853939294815063,0.0010000000474974513
0.7276715040206909,0.6871824860572815,0.7190322875976562,0.685520589351654,0.0010000000474974513
0.7270630598068237,0.6868137121200562,0.7175919413566589,0.68453049659729,0.0010000000474974513
0.7275918126106262,0.6869488954544067,0.7185748219490051,0.685351550579071,0.0010000000474974513
0.7267510294914246,0.6869233846664429,0.7169467806816101,0.6841792464256287,0.0010000000474974513
0.7264729738235474,0.6863818168640137,0.7174795866012573,0.6846399307250977,0.0010000000474974513
0.7264911532402039,0.6864134669303894,0.7174487709999084,0.6846528053283691,0.0010000000474974513
