loss,mae,val_loss,val_mae,learning_rate
0.8655362725257874,0.7478659152984619,0.7431790828704834,0.6969163417816162,0.0010000000474974513
0.7714059948921204,0.7074293494224548,0.7327920794487,0.6916199326515198,0.0010000000474974513
0.7580321431159973,0.7013940811157227,0.7300158143043518,0.6903839707374573,0.0010000000474974513
0.75104159116745,0.698345959186554,0.7285439372062683,0.6897174119949341,0.0010000000474974513
0.7490196824073792,0.6973891258239746,0.727629542350769,0.6892637610435486,0.0010000000474974513
0.7450929880142212,0.6956464052200317,0.7271181344985962,0.6890584826469421,0.0010000000474974513
0.7447150945663452,0.6955370903015137,0.7265137434005737,0.6886690855026245,0.0010000000474974513
0.7424460649490356,0.6941931843757629,0.7254195809364319,0.6879377365112305,0.0010000000474974513
0.741077184677124,0.6935306787490845,0.7247127294540405,0.687550961971283,0.0010000000474974513
0.7399287819862366,0.6929758787155151,0.7245222926139832,0.687599778175354,0.0010000000474974513
0.738949716091156,0.6925913691520691,0.7240875363349915,0.6874579191207886,0.0010000000474974513
0.7391667366027832,0.692719042301178,0.7233249545097351,0.6869307160377502,0.0010000000474974513
0.7382617592811584,0.6923462152481079,0.722554624080658,0.6864434480667114,0.0010000000474974513
0.7370728850364685,0.6916201114654541,0.722667396068573,0.6866352558135986,0.0010000000474974513
0.7364932298660278,0.6914300322532654,0.7224973440170288,0.6866046190261841,0.0010000000474974513
0.73598712682724,0.6910572052001953,0.7220975160598755,0.6862640976905823,0.0005000000237487257
0.7354490160942078,0.6909996271133423,0.7220125198364258,0.6863382458686829,0.0005000000237487257
0.7358117699623108,0.6911609768867493,0.7215255498886108,0.6858797073364258,0.0005000000237487257
0.7350438237190247,0.6906542181968689,0.7218233346939087,0.6862564086914062,0.0005000000237487257
0.7348583936691284,0.6905327439308167,0.7215219140052795,0.6860302090644836,0.0005000000237487257
0.7349126935005188,0.6906030774116516,0.7214598059654236,0.6859049797058105,0.0002500000118743628
0.7345508933067322,0.6903918385505676,0.7214570045471191,0.6859440207481384,0.0002500000118743628
0.734271228313446,0.6901614665985107,0.7213118076324463,0.6858108043670654,0.0001250000059371814
0.7349727153778076,0.6908102631568909,0.7213704586029053,0.6858818531036377,0.0001250000059371814
0.7344213724136353,0.6903733015060425,0.7211604118347168,0.6857155561447144,0.0001250000059371814
0.7339960336685181,0.6902191638946533,0.7211863398551941,0.6857594847679138,0.0001250000059371814
0.7343817949295044,0.6902840733528137,0.7210010290145874,0.6856074333190918,0.0001250000059371814
0.7346811890602112,0.6902835369110107,0.7210573554039001,0.685688316822052,0.0001250000059371814
0.7340080738067627,0.6902610063552856,0.7210620045661926,0.6857001185417175,0.0001250000059371814
0.734433114528656,0.6904023289680481,0.7209856510162354,0.6856488585472107,6.25000029685907e-05
